nomopera;ndias;v_codigbus;v_edad;ndias_ant;ndias_ant_area;ndias_ant_tipo;capacidad;marca;modelo;potencia;tipo;subtipo
Frenos 2º eje;9;C086;2;66;66;771;54;MAN;Pb;338;Discrecional;Normal
Caja cambios;2;T251;0;6;6;300;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Rueda trasera derecha exterior usada;2;T173;12;20;20;4549;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Fallo en AVS;3;B137;0;23;23;23;55;SCANIA;TITANIUM;279;Discrecional;Normal
Culata del compresor del motor;2;H082;3;8;8;1408;54;MAN;TOURING STAR;338;Discrecional;Normal
Manguito/s admision;2;H087;1;98;98;560;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Tirantes/silembrocs 1º eje;2;X111;2;7;7;972;51;MAN;PLATINUM;265;Discrecional;Normal
Fuga aceite motor;4;I707;1;31;31;382;55;SCANIA;CENTURY;280;Discrecional;Normal
Inyectores;4;I707;1;31;31;382;55;SCANIA;CENTURY;280;Discrecional;Normal
Correas;2;X110;2;26;26;1039;16;FORD;TRANSIT;92;Discrecional;Microbus
Tensores correas;2;X110;2;26;26;1039;16;FORD;TRANSIT;92;Discrecional;Microbus
Inyectores;2;S072;3;305;305;1403;56;MAN;18.460 HOCL;;NORMAL;54 PAX
Fallo en EDC;2;S072;3;305;305;1403;56;MAN;18.460 HOCL;;NORMAL;54 PAX
Baterias;2;S072;3;305;305;1403;56;MAN;18.460 HOCL;;NORMAL;54 PAX
Carga de gas;2;T173;12;4;4;4553;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Bomba inyectora;8;U208;24;31;31;8866;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuga aceite retarde;3;T241;2;4;4;833;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Paragolpes trasero;3;H087;1;7;7;567;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Correas;2;B119;4;60;60;1456;54;SCANIA;Pb;309;Discrecional;Normal
Fuelle 2º eje derecho delantero;2;B127;2;89;89;817;32;VOLVO;HABIT;250;Urbano;Normal
Fuelle2º eje izquierdo delantero;2;B127;2;89;89;817;32;VOLVO;HABIT;250;Urbano;Normal
Ventilador;2;U238;25;8;8;9234;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuga refrigerante;2;T251;0;8;8;308;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Fuga de aire;36;D101;15;182;182;5548;34;FORD;;0;Urbano;Turístico
Ruido en motor;36;D101;15;182;182;5548;34;FORD;;0;Urbano;Turístico
Aforador;36;D101;15;182;182;5548;34;FORD;;0;Urbano;Turístico
Correas;1;B116;4;6;6;230;54;MAN;TOURING;301;Discrecional;Normal
Alternador auxiliar;1;B116;4;6;6;1719;54;MAN;TOURING;301;Discrecional;Normal
Fuga refrigerante;4;B119;4;3;3;1459;54;SCANIA;Pb;309;Discrecional;Normal
Motor;4;B119;4;3;3;1459;54;SCANIA;Pb;309;Discrecional;Normal
Calefaccion;3;S074;1;153;153;656;54;SCANIA;Pb;309;Discrecional;Normal
Fuga refrigerante;2;T251;0;8;8;8;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Fuga refrigerante;2;C084;3;41;41;1421;54;MAN;TOURING II;338;Discrecional;Normal
Calefaccion;2;C084;3;41;41;1421;54;MAN;TOURING II;338;Discrecional;Normal
Reaprete de culatas;2;S072;3;12;12;1415;56;MAN;18.460 HOCL;;NORMAL;54 PAX
Cambio aceite retarde y filtro;2;T229;4;7;7;305;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Arranque;2;T241;2;12;12;845;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Ventilador;22;U198;24;35;35;8836;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Casquillos de bancada;22;U198;24;35;35;8836;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Casquillos de biela;22;U198;24;35;35;8836;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Reglaje valvulas;22;U198;24;35;35;8836;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Inyectores;22;U198;24;35;35;8836;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Culatas motor;22;U198;24;35;35;8836;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Pistones;22;U198;24;35;35;8836;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuelle 1º eje derecho;2;U255;1;19;19;289;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuelle 1º eje izquierdo;2;U255;1;19;19;289;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Luneta termica;4;U238;26;19;19;9253;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Calefaccion;4;C084;4;11;11;11;54;MAN;TOURING II;338;Discrecional;Normal
Fallo en EDC;4;H092;1;94;94;94;89;VOLVO;ASTRAL;213;Urbano;Normal
Correas;2;T246;2;169;169;688;;IRIZAR;I6 15.37;;AUTOBUS;
Poleas motor;2;H086;2;55;55;722;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Correas;2;H086;2;55;55;267;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Baterias;2;B129;2;101;101;641;55;MAN;DIVO II;338;Discrecional;Normal
Compresor a.a;2;H082;4;17;17;1439;54;MAN;TOURING STAR;338;Discrecional;Normal
Cambiar turbina/motor condensadora;2;H082;4;17;17;39;54;MAN;TOURING STAR;338;Discrecional;Normal
Fuelle 1º eje izquierdo;2;B117;7;31;31;2238;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Servo embrague;2;B116;5;28;28;1747;54;MAN;TOURING;301;Discrecional;Normal
Fuelle 2º eje derecho trasero;2;B127;3;29;29;846;32;VOLVO;HABIT;250;Urbano;Normal
Fuelle 2º eje izquierdo trasero;2;B127;3;29;29;846;32;VOLVO;HABIT;250;Urbano;Normal
Baterias;3;T259;0;13;13;13;55;SCANIA;TITANIUM;279;Discrecional;Normal
Caja cambios;9;T222;6;42;42;2057;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Actuador freno;2;U205;23;9;9;8183;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Poleas motor;3;T241;3;23;23;171;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Correas;3;T241;3;23;23;68;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Manguito/s motor;3;T229;5;24;24;1634;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Frenos 1º eje;2;B129;2;10;10;349;55;MAN;DIVO II;338;Discrecional;Normal
Frenos 2º eje;2;B129;2;10;10;349;55;MAN;DIVO II;338;Discrecional;Normal
Desconectador de baterias;2;B127;3;7;7;853;32;VOLVO;HABIT;250;Urbano;Normal
Compresor a.a;2;B127;3;1;1;854;32;VOLVO;HABIT;250;Urbano;Normal
Carga de gas;2;B127;3;1;1;161;32;VOLVO;HABIT;250;Urbano;Normal
Baterias;10;C086;3;47;47;818;54;MAN;Pb;338;Discrecional;Normal
Frenos 1º eje;2;B132;1;14;14;354;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Calefaccion;2;T173;13;45;45;4598;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Frenos 1º eje;2;B130;2;75;75;453;55;SCANIA;CENTURY;280;Discrecional;Normal
Frenos 1º eje;3;H086;2;6;6;741;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Tambores delanteros;3;H086;2;6;6;741;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Arranque;2;T227;5;99;99;1743;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Fuga refrigerante;2;T222;6;8;8;2065;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Cambiar turbina/motor condensadora;2;B119;5;47;47;1506;54;SCANIA;Pb;309;Discrecional;Normal
Rueda trasera derecha exterior usada;2;B117;7;22;22;2260;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Cambio filtro desahogo;2;U205;23;9;9;8203;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Frenos 1º eje;2;B135;2;87;87;667;55;MAN;DIVO II;338;Discrecional;Normal
Frenos 2º eje;2;B135;2;87;87;248;55;MAN;DIVO II;338;Discrecional;Normal
Poleas motor;2;C084;4;11;11;1465;54;MAN;TOURING II;338;Discrecional;Normal
Correas;2;C084;4;11;11;1465;54;MAN;TOURING II;338;Discrecional;Normal
Correas;2;B135;2;1;1;668;55;MAN;DIVO II;338;Discrecional;Normal
Kit embrague;5;J264;5;32;32;1800;40;IVECO;DCR;317;Discrecional;Normal
Timoneria cambio;5;J264;5;32;32;1800;40;IVECO;DCR;317;Discrecional;Normal
Caja cambios;5;J264;5;32;32;1800;40;IVECO;DCR;317;Discrecional;Normal
Pintar vehiculo completo;18;J266;4;14;14;1450;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Fuga aceite motor;2;J266;4;24;24;1436;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Calefaccion;2;I707;2;62;62;444;55;SCANIA;CENTURY;280;Discrecional;Normal
Fuga aceite caja cambios;7;J268;3;23;23;1142;25;MAN;PLATINUM;125;Discrecional;Midibus
Tirantes/silembrocs 2º eje;7;J268;3;23;23;1142;25;MAN;PLATINUM;125;Discrecional;Midibus
Calefaccion;4;B132;1;13;13;378;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Fuga aceite motor;4;T229;5;28;28;1662;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Compresor del motor;8;B119;5;16;16;1522;54;SCANIA;Pb;309;Discrecional;Normal
Arranque;8;B119;5;16;16;1522;54;SCANIA;Pb;309;Discrecional;Normal
Cierre porton/es;8;B119;5;16;16;1522;54;SCANIA;Pb;309;Discrecional;Normal
Parasol;2;T259;0;15;15;46;55;SCANIA;TITANIUM;279;Discrecional;Normal
Cambio filtro adblue;2;T229;5;2;2;307;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Frenos 1º eje;2;T229;5;2;2;138;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Correas;6;C086;3;28;28;846;54;MAN;Pb;338;Discrecional;Normal
Plataforma elevadora;2;T251;1;9;9;372;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Poleas motor;2;U205;23;1;1;8218;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Correas;2;U205;23;1;1;217;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Correas;2;T229;5;2;2;361;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Tensores correas;2;T229;5;2;2;1666;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Carga de gas;5;J268;3;5;5;1147;25;MAN;PLATINUM;125;Discrecional;Midibus
Condesadora a.a;5;J268;3;5;5;1147;25;MAN;PLATINUM;125;Discrecional;Midibus
Fuelle2º eje izquierdo delantero;2;H086;2;1;1;764;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Fuelle 2º eje izquierdo trasero;2;H086;2;1;1;764;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Amortiguadores 1º eje;4;X111;3;37;37;1047;51;MAN;PLATINUM;265;Discrecional;Normal
Pintar vehiculo completo;10;J269;2;40;40;720;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Baterias;2;H088;2;1;1;611;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Frenos 1º eje;2;X110;3;21;21;169;16;FORD;TRANSIT;92;Discrecional;Microbus
Discos delanteros;2;X110;3;21;21;351;16;FORD;TRANSIT;92;Discrecional;Microbus
Plataforma elevadora;2;J264;5;8;8;1813;40;IVECO;DCR;317;Discrecional;Normal
Compresor a.a;2;B130;2;32;32;485;55;SCANIA;CENTURY;280;Discrecional;Normal
Correas;2;U255;1;29;29;347;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Frenos 1º eje;2;H085;3;113;113;140;54;SCANIA;Pb;309;Discrecional;Normal
Discos delanteros;2;H085;3;113;113;873;54;SCANIA;Pb;309;Discrecional;Normal
Carga de gas;2;B127;3;40;40;40;32;VOLVO;HABIT;250;Urbano;Normal
Cambio filtro retarde;2;B127;3;40;40;894;32;VOLVO;HABIT;250;Urbano;Normal
Correas;2;X111;3;7;7;1057;51;MAN;PLATINUM;265;Discrecional;Normal
Compresor a.a;2;X111;3;7;7;1057;51;MAN;PLATINUM;265;Discrecional;Normal
Transmision;2;B117;7;30;30;2290;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Fallo en AVS;2;B119;5;2;2;1537;54;SCANIA;Pb;309;Discrecional;Normal
Correas;3;B117;7;3;3;290;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Compresor a.a;2;X110;3;14;14;1129;16;FORD;TRANSIT;92;Discrecional;Microbus
Frenos 1º eje;2;T241;3;52;52;301;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Cambio filtro desahogo;2;T173;13;44;44;4642;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Fuga aceite motor;4;T229;5;24;24;28;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Correas;4;T229;5;24;24;24;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Fallo en AVS;5;T259;0;28;28;74;55;SCANIA;TITANIUM;279;Discrecional;Normal
Arranque;5;T222;6;26;26;257;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Ventilador;4;T229;5;11;11;1701;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Radiador;4;T229;5;11;11;1701;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Paragolpes delantero;4;T229;5;11;11;1701;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Paragolpes trasero;4;T229;5;11;11;258;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Instalaciones electricas;2;H086;2;33;33;797;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Caja cambios;3;T241;3;14;14;934;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Valvula disparo-secador;2;U198;25;2;2;135;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Caja cambios;5;T259;0;11;11;85;55;SCANIA;TITANIUM;279;Discrecional;Normal
Frenos 1º eje;4;I707;2;47;47;491;55;SCANIA;CENTURY;280;Discrecional;Normal
Frenos 2º eje;4;I707;2;47;47;491;55;SCANIA;CENTURY;280;Discrecional;Normal
Correas;2;T246;2;27;27;81;;IRIZAR;I6 15.37;;AUTOBUS;
Fuga aceite caja cambios;2;U198;25;6;6;8918;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuga aceite hidroventilador;2;B117;7;24;24;2317;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Carga de gas;15;T173;13;35;35;124;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Cambiar/limpiar filtros;15;T173;13;35;35;300;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Frenos 2º eje;2;H092;1;24;24;179;89;VOLVO;ASTRAL;213;Urbano;Normal
Manguito/s motor;2;C084;4;55;55;1520;54;MAN;TOURING II;338;Discrecional;Normal
Caja cambios;1;T259;0;5;5;5;55;SCANIA;TITANIUM;279;Discrecional;Normal
Clausor;2;H081;4;13;13;1540;54;MAN;Pb;338;Discrecional;Normal
Caja cambios;3;U198;25;7;7;8925;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Compresor del motor;2;U238;26;11;11;9345;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Plataforma elevadora;2;J264;5;40;40;40;40;IVECO;DCR;317;Discrecional;Normal
Fuga aceite hidroventilador;2;B116;5;29;29;1832;54;MAN;TOURING;301;Discrecional;Normal
Fallo en AVS;2;B137;1;63;63;119;55;SCANIA;TITANIUM;279;Discrecional;Normal
Plataforma elevadora;2;J264;5;4;4;4;40;IVECO;DCR;317;Discrecional;Normal
Frenos 1º eje;2;B133;1;55;55;436;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Kit embrague;4;X111;3;21;21;1101;51;MAN;PLATINUM;265;Discrecional;Normal
Timoneria cambio;4;X111;3;21;21;136;51;MAN;PLATINUM;265;Discrecional;Normal
Fallo en EDC;2;B130;2;47;47;404;55;SCANIA;CENTURY;280;Discrecional;Normal
Fuelles1º eje;1;H088;2;1;1;661;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cambiar turbina/motor condensadora;2;C084;4;19;19;1539;54;MAN;TOURING II;338;Discrecional;Normal
Cambiar/limpiar filtros;2;C084;4;19;19;357;54;MAN;TOURING II;338;Discrecional;Normal
Frenos 1º eje;2;T252;1;149;149;223;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Cambiar turbina/motor condensadora;2;B119;5;47;47;78;54;SCANIA;Pb;309;Discrecional;Normal
Cambiar/limpiar filtros;2;B119;5;47;47;1584;54;SCANIA;Pb;309;Discrecional;Normal
Fuelle2º eje izquierdo delantero;4;J268;3;63;63;1210;25;MAN;PLATINUM;125;Discrecional;Midibus
Placas de longuitud;2;H086;2;12;12;832;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Plataforma elevadora;2;H086;2;12;12;832;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Frenos 1º eje;2;B127;3;57;57;951;32;VOLVO;HABIT;250;Urbano;Normal
Reglaje valvulas;7;U238;26;19;19;9373;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Culatas motor;7;U238;26;19;19;9373;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Manguito/s motor;3;T222;6;13;13;2156;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Radiador;4;X110;3;37;37;1181;16;FORD;TRANSIT;92;Discrecional;Microbus
Timoneria cambio;3;T222;6;3;3;2159;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Pintar vehiculo completo;9;T272;0;81;81;81;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Caja cambios;5;B119;5;12;12;1596;54;SCANIA;Pb;309;Discrecional;Normal
Cuadro;2;T259;0;35;35;125;55;SCANIA;TITANIUM;279;Discrecional;Normal
Correas;2;U255;1;14;14;69;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Correas;2;X114;0;77;77;77;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Tensores correas;2;X114;0;77;77;77;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Inyectores;5;J268;3;15;15;1225;25;MAN;PLATINUM;125;Discrecional;Midibus
Fallo en EDC;5;J268;3;15;15;1225;25;MAN;PLATINUM;125;Discrecional;Midibus
Radiador/es calefaccion;2;B133;1;24;24;460;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Plataforma elevadora;2;B133;1;24;24;460;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Kit embrague;6;T222;6;10;10;310;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Volante motor;6;T222;6;10;10;310;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Reten trasero motor;6;T222;6;10;10;310;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Caja cambios;6;T222;6;10;10;114;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Frenos 1º eje;2;T227;5;11;11;201;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Frenos 2º eje;2;T227;5;11;11;201;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Fuga gasoil;3;X111;3;19;19;1126;51;MAN;PLATINUM;265;Discrecional;Normal
Deposito de gasoil;3;X111;3;19;19;1126;51;MAN;PLATINUM;265;Discrecional;Normal
Cambiar/limpiar filtros;3;X111;3;19;19;1126;51;MAN;PLATINUM;265;Discrecional;Normal
Cambio aceite retarde;2;H076;7;46;46;2420;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Manguito/s motor;2;H076;7;46;46;2420;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Cambio filtro retarde;16;U198;25;21;21;504;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Reglaje valvulas;16;U198;25;21;21;139;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Culata del compresor del motor;16;U198;25;21;21;198;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Culatas motor;16;U198;25;21;21;139;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Camisas;16;U198;25;21;21;8975;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Pistones;16;U198;25;21;21;139;73;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuga refrigerante;2;B137;1;36;36;178;55;SCANIA;TITANIUM;279;Discrecional;Normal
Manocontacto;2;J264;5;15;15;1890;40;IVECO;DCR;317;Discrecional;Normal
Fuga aceite caja cambios;2;U205;23;22;22;8302;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Kit embrague;12;T229;5;24;24;1760;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Caja cambios;12;T229;5;24;24;1760;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Fallo en EDC;2;I707;2;37;37;537;55;SCANIA;CENTURY;280;Discrecional;Normal
Correas;3;U205;23;3;3;87;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Pintar vehiculo completo;8;54HC;4;1566;1566;1566;54;MAN;TOURING II;338;Discrecional;Normal
Cambio filtro adblue;2;X110;3;17;17;1198;16;FORD;TRANSIT;92;Discrecional;Microbus
Tacografo;2;C086;3;90;90;936;54;MAN;Pb;338;Discrecional;Normal
Correas;3;T272;0;9;9;90;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Tensores correas;3;T272;0;9;9;90;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Motor evaporacion;2;B116;5;43;43;1875;54;MAN;TOURING;301;Discrecional;Normal
Cambiar turbina/motor condensadora;2;B116;5;43;43;1875;54;MAN;TOURING;301;Discrecional;Normal
Cambiar/limpiar filtros;2;B116;5;43;43;320;54;MAN;TOURING;301;Discrecional;Normal
Paragolpes trasero;2;U249;20;25;25;7301;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Entrada de agua;2;B135;2;44;44;772;55;MAN;DIVO II;338;Discrecional;Normal
Valvula disparo-secador;2;U208;25;8;8;9020;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Pinza freno;2;H094;0;38;38;91;59;MAN;i4;228;Discrecional;Normal
Fuga refrigerante;4;U208;25;3;3;307;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Poleas motor;2;I707;2;10;10;404;55;SCANIA;CENTURY;280;Discrecional;Normal
Correas;2;I707;2;10;10;355;55;SCANIA;CENTURY;280;Discrecional;Normal
Fallo en AVS;2;H082;4;8;8;1577;54;MAN;TOURING STAR;338;Discrecional;Normal
Frenos 2º eje;2;H081;4;55;55;1595;54;MAN;Pb;338;Discrecional;Normal
Rueda trasera izquierda exterior usada;2;T173;13;42;42;4719;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Limpiaparabrisas;3;H094;0;10;10;101;59;MAN;i4;228;Discrecional;Normal
Fuga refrigerante;2;T222;6;1;1;124;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Fuga de aire;2;T227;5;20;20;1868;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Deposito de gasoil;2;B135;2;13;13;785;55;MAN;DIVO II;338;Discrecional;Normal
Caja cambios;3;J264;5;22;22;112;40;IVECO;DCR;317;Discrecional;Normal
Kit embrague;32;T229;5;40;40;40;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Volante motor;32;T229;5;40;40;1800;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Motor;32;T229;5;40;40;1800;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Bomba agua;32;T229;5;40;40;236;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Baterias;32;T229;5;40;40;1800;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Culatas motor;2;U205;23;22;22;8327;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fallo en EDC;3;J268;3;29;29;29;25;MAN;PLATINUM;125;Discrecional;Midibus
Radiador;8;U238;26;7;7;9415;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Cambio filtro desahogo;2;U249;20;21;21;7322;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Carga de gas;2;B117;7;29;29;2388;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Cambiar/limpiar filtros;2;B117;7;29;29;353;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Correas;2;H082;4;16;16;344;54;MAN;TOURING STAR;338;Discrecional;Normal
Manguito/s admision;2;H082;4;16;16;1593;54;MAN;TOURING STAR;338;Discrecional;Normal
Rueda trasera izquierda exterior usada;3;U208;25;5;5;9044;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fallo en AVS;2;T173;13;7;7;4738;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Plataforma elevadora;2;B133;1;38;38;38;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Tacografo;1;B127;3;47;47;998;32;VOLVO;HABIT;250;Urbano;Normal
Correas;2;J266;4;124;124;1560;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Tacografo;2;B127;3;2;2;2;32;VOLVO;HABIT;250;Urbano;Normal
Cambiar turbina/motor condensadora;2;H088;2;12;12;723;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cambiar/limpiar filtros;2;H088;2;12;12;723;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Compresor a.a;3;X110;3;30;30;99;16;FORD;TRANSIT;92;Discrecional;Microbus
Carga de gas;3;X110;3;30;30;1228;16;FORD;TRANSIT;92;Discrecional;Microbus
Cambiar/limpiar filtros;3;X110;3;30;30;1228;16;FORD;TRANSIT;92;Discrecional;Microbus
Correas;2;J264;5;2;2;1926;40;IVECO;DCR;317;Discrecional;Normal
Alternador auxiliar;2;J264;5;2;2;1926;40;IVECO;DCR;317;Discrecional;Normal
Correas;19;H085;3;46;46;480;54;SCANIA;Pb;309;Discrecional;Normal
Rueda trasera izquierda exterior usada;2;U208;25;8;8;8;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Turbo;4;H076;7;18;18;2464;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Flexible escape;4;H076;7;18;18;2464;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Cambiar/limpiar filtros;2;T252;1;63;63;497;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Frenos 1º eje;2;B119;5;13;13;366;54;SCANIA;Pb;309;Discrecional;Normal
Fuga aceite retarde;2;B119;5;13;13;1646;54;SCANIA;Pb;309;Discrecional;Normal
Carga de gas;4;J268;3;16;16;123;25;MAN;PLATINUM;125;Discrecional;Midibus
